Date,^GSPC
1975-01-02,14800000
1975-01-03,15270000
1975-01-06,17550000
1975-01-07,14890000
1975-01-08,15600000
1975-01-09,16340000
1975-01-10,25890000
1975-01-13,19780000
1975-01-14,16610000
1975-01-15,16580000
1975-01-16,17110000
1975-01-17,14260000
1975-01-20,13450000
1975-01-21,14780000
1975-01-22,15330000
1975-01-23,17960000
1975-01-24,20670000
1975-01-27,32130000
1975-01-28,31760000
1975-01-29,27410000
1975-01-30,29740000
1975-01-31,24640000
1975-02-03,25400000
1975-02-04,25040000
1975-02-05,25830000
1975-02-06,32020000
1975-02-07,19060000
1975-02-10,16120000
1975-02-11,16470000
1975-02-12,19790000
1975-02-13,35160000
1975-02-14,23290000
1975-02-18,23990000
1975-02-19,21930000
1975-02-20,22260000
1975-02-21,24440000
1975-02-24,19150000
1975-02-25,20910000
1975-02-26,18790000
1975-02-27,16430000
1975-02-28,17560000
1975-03-03,24100000
1975-03-04,34140000
1975-03-05,24120000
1975-03-06,21780000
1975-03-07,25930000
1975-03-10,25890000
1975-03-11,31280000
1975-03-12,21560000
1975-03-13,18620000
1975-03-14,24840000
1975-03-17,26780000
1975-03-18,29180000
1975-03-19,19030000
1975-03-20,20960000
1975-03-21,15940000
1975-03-24,17810000
1975-03-25,18500000
1975-03-26,18580000
1975-03-27,18300000
1975-03-31,16270000
1975-04-01,14480000
1975-04-02,15600000
1975-04-03,13920000
1975-04-04,14170000
1975-04-07,13860000
1975-04-08,14320000
1975-04-09,18120000
1975-04-10,24990000
1975-04-11,20160000
1975-04-14,26800000
1975-04-15,29620000
1975-04-16,22970000
1975-04-17,32650000
1975-04-18,26610000
1975-04-21,23960000
1975-04-22,26120000
1975-04-23,20040000
1975-04-24,19050000
1975-04-25,20260000
1975-04-28,17850000
1975-04-29,17740000
1975-04-30,18060000
1975-05-01,20660000
1975-05-02,25210000
1975-05-05,22370000
1975-05-06,25410000
1975-05-07,22250000
1975-05-08,22980000
1975-05-09,28440000
1975-05-12,22410000
1975-05-13,24950000
1975-05-14,29050000
1975-05-15,27690000
1975-05-16,16630000
1975-05-19,17870000
1975-05-20,18310000
1975-05-21,17640000
1975-05-22,17610000
1975-05-23,17870000
1975-05-27,17050000
1975-05-28,21850000
1975-05-29,18570000
1975-05-30,22670000
1975-06-02,28240000
1975-06-03,26560000
1975-06-04,24900000
1975-06-05,21610000
1975-06-06,22230000
1975-06-09,20670000
1975-06-10,21130000
1975-06-11,18230000
1975-06-12,15970000
1975-06-13,16300000
1975-06-16,16660000
1975-06-17,19440000
1975-06-18,15590000
1975-06-19,21450000
1975-06-20,26260000
1975-06-23,20720000
1975-06-24,26620000
1975-06-25,21610000
1975-06-26,24560000
1975-06-27,18820000
1975-06-30,19430000
1975-07-01,20390000
1975-07-02,18530000
1975-07-03,19000000
1975-07-07,15850000
1975-07-08,18990000
1975-07-09,26350000
1975-07-10,28880000
1975-07-11,22210000
1975-07-14,21900000
1975-07-15,28340000
1975-07-16,25250000
1975-07-17,21420000
1975-07-18,16870000
1975-07-21,16690000
1975-07-22,20660000
1975-07-23,20150000
1975-07-24,20550000
1975-07-25,15110000
1975-07-28,14850000
1975-07-29,19000000
1975-07-30,16150000
1975-07-31,14540000
1975-08-01,13320000
1975-08-04,12620000
1975-08-05,15470000
1975-08-06,16280000
1975-08-07,12390000
1975-08-08,11660000
1975-08-11,12350000
1975-08-12,14510000
1975-08-13,12000000
1975-08-14,12460000
1975-08-15,10610000
1975-08-18,10810000
1975-08-19,14990000
1975-08-20,18630000
1975-08-21,16610000
1975-08-22,13050000
1975-08-25,11250000
1975-08-26,11350000
1975-08-27,11100000
1975-08-28,14530000
1975-08-29,15480000
1975-09-02,11460000
1975-09-03,12260000
1975-09-04,12810000
1975-09-05,11680000
1975-09-08,11500000
1975-09-09,15790000
1975-09-10,14780000
1975-09-11,11100000
1975-09-12,12230000
1975-09-15,8670000
1975-09-16,13090000
1975-09-17,12190000
1975-09-18,14560000
1975-09-19,20830000
1975-09-22,14750000
1975-09-23,12800000
1975-09-24,16060000
1975-09-25,12890000
1975-09-26,12570000
1975-09-29,10580000
1975-09-30,12520000
1975-10-01,14070000
1975-10-02,14290000
1975-10-03,16360000
1975-10-06,15470000
1975-10-07,13530000
1975-10-08,17800000
1975-10-09,17770000
1975-10-10,14880000
1975-10-13,12020000
1975-10-14,19960000
1975-10-15,14440000
1975-10-16,18910000
1975-10-17,15650000
1975-10-20,13250000
1975-10-21,20800000
1975-10-22,16060000
1975-10-23,17900000
1975-10-24,18120000
1975-10-27,13100000
1975-10-28,17060000
1975-10-29,16110000
1975-10-30,15080000
1975-10-31,12910000
1975-11-03,11400000
1975-11-04,11570000
1975-11-05,17390000
1975-11-06,18600000
1975-11-07,15930000
1975-11-10,14910000
1975-11-11,14640000
1975-11-12,23960000
1975-11-13,25070000
1975-11-14,16460000
1975-11-17,17660000
1975-11-18,20760000
1975-11-19,16820000
1975-11-20,16460000
1975-11-21,14110000
1975-11-24,13930000
1975-11-25,17490000
1975-11-26,18780000
1975-11-28,12870000
1975-12-01,16050000
1975-12-02,17930000
1975-12-03,21320000
1975-12-04,16380000
1975-12-05,14050000
1975-12-08,14150000
1975-12-09,16040000
1975-12-10,15680000
1975-12-11,15300000
1975-12-12,13100000
1975-12-15,13960000
1975-12-16,18350000
1975-12-17,16560000
1975-12-18,18040000
1975-12-19,17720000
1975-12-22,15340000
1975-12-23,17750000
1975-12-24,11150000
1975-12-26,10020000
1975-12-29,17070000
1975-12-30,16040000
1975-12-31,16970000
1976-01-02,10300000
1976-01-05,21960000
1976-01-06,31270000
1976-01-07,33170000
1976-01-08,29030000
1976-01-09,26510000
1976-01-12,30440000
1976-01-13,34530000
1976-01-14,30340000
1976-01-15,38450000
1976-01-16,25940000
1976-01-19,29450000
1976-01-20,36690000
1976-01-21,34470000
1976-01-22,27420000
1976-01-23,33640000
1976-01-26,34470000
1976-01-27,32070000
1976-01-28,27370000
1976-01-29,29800000
1976-01-30,38510000
1976-02-02,24000000
1976-02-03,34080000
1976-02-04,38270000
1976-02-05,33780000
1976-02-06,27360000
1976-02-09,25340000
1976-02-10,27660000
1976-02-11,32300000
1976-02-12,28610000
1976-02-13,23870000
1976-02-17,25460000
1976-02-18,29900000
1976-02-19,39210000
1976-02-20,44510000
1976-02-23,31460000
1976-02-24,34380000
1976-02-25,34680000
1976-02-26,34320000
1976-02-27,26940000
1976-03-01,22070000
1976-03-02,25590000
1976-03-03,25450000
1976-03-04,24410000
1976-03-05,23030000
1976-03-08,25060000
1976-03-09,31770000
1976-03-10,24900000
1976-03-11,27300000
1976-03-12,26020000
1976-03-15,19570000
1976-03-16,22780000
1976-03-17,26190000
1976-03-18,20330000
1976-03-19,18090000
1976-03-22,19410000
1976-03-23,22450000
1976-03-24,32610000
1976-03-25,22510000
1976-03-26,18510000
1976-03-29,16100000
1976-03-30,17930000
1976-03-31,17520000
1976-04-01,17910000
1976-04-02,17420000
1976-04-05,21940000
1976-04-06,24170000
1976-04-07,20190000
1976-04-08,20860000
1976-04-09,19050000
1976-04-12,16030000
1976-04-13,15990000
1976-04-14,18440000
1976-04-15,15100000
1976-04-19,16500000
1976-04-20,23500000
1976-04-21,26600000
1976-04-22,20220000
1976-04-23,17000000
1976-04-26,15520000
1976-04-27,17760000
1976-04-28,15790000
1976-04-29,17740000
1976-04-30,14530000
1976-05-03,15180000
1976-05-04,17240000
1976-05-05,14970000
1976-05-06,16200000
1976-05-07,17810000
1976-05-10,22760000
1976-05-11,23590000
1976-05-12,18510000
1976-05-13,16730000
1976-05-14,16800000
1976-05-17,14720000
1976-05-18,17410000
1976-05-19,18450000
1976-05-20,22560000
1976-05-21,18730000
1976-05-24,16560000
1976-05-25,18770000
1976-05-26,16750000
1976-05-27,15310000
1976-05-28,16860000
1976-06-01,13880000
1976-06-02,16120000
1976-06-03,18900000
1976-06-04,15960000
1976-06-07,14510000
1976-06-08,16660000
1976-06-09,14560000
1976-06-10,16100000
1976-06-11,19470000
1976-06-14,21250000
1976-06-15,18440000
1976-06-16,21620000
1976-06-17,27810000
1976-06-18,25720000
1976-06-21,18930000
1976-06-22,21150000
1976-06-23,17530000
1976-06-24,19850000
1976-06-25,17830000
1976-06-28,17490000
1976-06-29,19620000
1976-06-30,23830000
1976-07-01,21130000
1976-07-02,16730000
1976-07-06,16130000
1976-07-07,18470000
1976-07-08,21710000
1976-07-09,23500000
1976-07-12,23750000
1976-07-13,27550000
1976-07-14,23840000
1976-07-15,20400000
1976-07-16,20450000
1976-07-19,18200000
1976-07-20,18810000
1976-07-21,18350000
1976-07-22,15600000
1976-07-23,15870000
1976-07-26,13530000
1976-07-27,15580000
1976-07-28,16000000
1976-07-29,13330000
1976-07-30,14830000
1976-08-02,13870000
1976-08-03,18500000
1976-08-04,20650000
1976-08-05,15530000
1976-08-06,13930000
1976-08-09,11700000
1976-08-10,16690000
1976-08-11,18710000
1976-08-12,15560000
1976-08-13,13930000
1976-08-16,16210000
1976-08-17,18500000
1976-08-18,17150000
1976-08-19,17230000
1976-08-20,14920000
1976-08-23,15450000
1976-08-24,16740000
1976-08-25,17400000
1976-08-26,15270000
1976-08-27,12120000
1976-08-30,11140000
1976-08-31,15480000
1976-09-01,18640000
1976-09-02,18920000
1976-09-03,13280000
1976-09-07,16310000
1976-09-08,19750000
1976-09-09,16540000
1976-09-10,16930000
1976-09-13,16100000
1976-09-14,15550000
1976-09-15,17570000
1976-09-16,19620000
1976-09-17,28270000
1976-09-20,21730000
1976-09-21,30300000
1976-09-22,32970000
1976-09-23,24210000
1976-09-24,17400000
1976-09-27,17430000
1976-09-28,20440000
1976-09-29,18090000
1976-09-30,14700000
1976-10-01,20620000
1976-10-04,12630000
1976-10-05,19200000
1976-10-06,20870000
1976-10-07,19830000
1976-10-08,16740000
1976-10-11,14620000
1976-10-12,18210000
1976-10-13,21690000
1976-10-14,18610000
1976-10-15,16210000
1976-10-18,15710000
1976-10-19,16200000
1976-10-20,15860000
1976-10-21,17980000
1976-10-22,17870000
1976-10-25,13310000
1976-10-26,15490000
1976-10-27,15790000
1976-10-28,16920000
1976-10-29,17030000
1976-11-01,18390000
1976-11-03,19350000
1976-11-04,21700000
1976-11-05,20780000
1976-11-08,16520000
1976-11-09,19210000
1976-11-10,18890000
1976-11-11,13230000
1976-11-12,15550000
1976-11-15,16710000
1976-11-16,21020000
1976-11-17,19900000
1976-11-18,24000000
1976-11-19,24550000
1976-11-22,20930000
1976-11-23,19090000
1976-11-24,20420000
1976-11-26,15000000
1976-11-29,18750000
1976-11-30,17030000
1976-12-01,21960000
1976-12-02,23300000
1976-12-03,22640000
1976-12-06,24830000
1976-12-07,26140000
1976-12-08,24560000
1976-12-09,31800000
1976-12-10,25960000
1976-12-13,24830000
1976-12-14,25130000
1976-12-15,28300000
1976-12-16,23920000
1976-12-17,23870000
1976-12-20,20690000
1976-12-21,24390000
1976-12-22,26970000
1976-12-23,24560000
1976-12-27,20130000
1976-12-28,25790000
1976-12-29,21910000
1976-12-30,23700000
1976-12-31,19170000
1977-01-03,21280000
1977-01-04,22740000
1977-01-05,25010000
1977-01-06,23920000
1977-01-07,21720000
1977-01-10,20860000
1977-01-11,24100000
1977-01-12,22670000
1977-01-13,24780000
1977-01-14,24480000
1977-01-17,21060000
1977-01-18,24380000
1977-01-19,27120000
1977-01-20,26520000
1977-01-21,23930000
1977-01-24,22890000
1977-01-25,26340000
1977-01-26,27840000
1977-01-27,24360000
1977-01-28,22700000
1977-01-31,22920000
1977-02-01,23700000
1977-02-02,25700000
1977-02-03,23790000
1977-02-04,23130000
1977-02-07,20700000
1977-02-08,24040000
1977-02-09,23640000
1977-02-10,22340000
1977-02-11,20510000
1977-02-14,19230000
1977-02-15,21620000
1977-02-16,23430000
1977-02-17,19040000
1977-02-18,18040000
1977-02-22,17730000
1977-02-23,18240000
1977-02-24,19730000
1977-02-25,17610000
1977-02-28,16220000
1977-03-01,19480000
1977-03-02,18010000
1977-03-03,17560000
1977-03-04,18950000
1977-03-07,17410000
1977-03-08,19520000
1977-03-09,19680000
1977-03-10,18620000
1977-03-11,18230000
1977-03-14,19290000
1977-03-15,23940000
1977-03-16,22140000
1977-03-17,20700000
1977-03-18,19840000
1977-03-21,18040000
1977-03-22,18660000
1977-03-23,19360000
1977-03-24,19650000
1977-03-25,16550000
1977-03-28,16710000
1977-03-29,17030000
1977-03-30,18810000
1977-03-31,16510000
1977-04-01,17050000
1977-04-04,16250000
1977-04-05,18330000
1977-04-06,16600000
1977-04-07,17260000
1977-04-11,17650000
1977-04-12,23760000
1977-04-13,21800000
1977-04-14,30490000
1977-04-15,20230000
1977-04-18,17830000
1977-04-19,19510000
1977-04-20,25090000
1977-04-21,22740000
1977-04-22,20700000
1977-04-25,20440000
1977-04-26,20040000
1977-04-27,20590000
1977-04-28,18370000
1977-04-29,18330000
1977-05-02,17970000
1977-05-03,21950000
1977-05-04,23330000
1977-05-05,23450000
1977-05-06,19370000
1977-05-09,15230000
1977-05-10,21090000
1977-05-11,18980000
1977-05-12,21980000
1977-05-13,19780000
1977-05-16,21170000
1977-05-17,22290000
1977-05-18,27800000
1977-05-19,21280000
1977-05-20,18950000
1977-05-23,18290000
1977-05-24,20050000
1977-05-25,20710000
1977-05-26,18620000
1977-05-27,15730000
1977-05-31,17800000
1977-06-01,18320000
1977-06-02,18620000
1977-06-03,20330000
1977-06-06,18930000
1977-06-07,21110000
1977-06-08,22200000
1977-06-09,19940000
1977-06-10,20630000
1977-06-13,20250000
1977-06-14,25390000
1977-06-15,22640000
1977-06-16,24310000
1977-06-17,21960000
1977-06-20,22950000
1977-06-21,29730000
1977-06-22,25070000
1977-06-23,24330000
1977-06-24,27490000
1977-06-27,19870000
1977-06-28,22670000
1977-06-29,19000000
1977-06-30,19410000
1977-07-01,18160000
1977-07-05,16850000
1977-07-06,21230000
1977-07-07,21740000
1977-07-08,23820000
1977-07-11,19790000
1977-07-12,22470000
1977-07-13,23160000
1977-07-15,29120000
1977-07-18,29890000
1977-07-19,31930000
1977-07-20,29380000
1977-07-21,26880000
1977-07-22,23110000
1977-07-25,20430000
1977-07-26,21390000
1977-07-27,26440000
1977-07-28,26340000
1977-07-29,20350000
1977-08-01,17920000
1977-08-02,17910000
1977-08-03,21710000
1977-08-04,18870000
1977-08-05,19940000
1977-08-08,15870000
1977-08-09,19900000
1977-08-10,18280000
1977-08-11,21740000
1977-08-12,16870000
1977-08-15,15750000
1977-08-16,19340000
1977-08-17,20920000
1977-08-18,21040000
1977-08-19,20800000
1977-08-22,17870000
1977-08-23,20290000
1977-08-24,18170000
1977-08-25,19400000
1977-08-26,18480000
1977-08-29,15280000
1977-08-30,18220000
1977-08-31,19080000
1977-09-01,18820000
1977-09-02,15620000
1977-09-06,16130000
1977-09-07,18070000
1977-09-08,18290000
1977-09-09,18100000
1977-09-12,18700000
1977-09-13,14900000
1977-09-14,17330000
1977-09-15,18230000
1977-09-16,18340000
1977-09-19,16890000
1977-09-20,19030000
1977-09-21,22200000
1977-09-22,16660000
1977-09-23,18760000
1977-09-26,18230000
1977-09-27,19080000
1977-09-28,17960000
1977-09-29,21160000
1977-09-30,21170000
1977-10-03,19460000
1977-10-04,20850000
1977-10-05,18300000
1977-10-06,18490000
1977-10-07,16250000
1977-10-10,10580000
1977-10-11,17870000
1977-10-12,22440000
1977-10-13,23870000
1977-10-14,20410000
1977-10-17,17340000
1977-10-18,20130000
1977-10-19,22030000
1977-10-20,20520000
1977-10-21,20230000
1977-10-24,19210000
1977-10-25,23590000
1977-10-26,24860000
1977-10-27,21920000
1977-10-28,18050000
1977-10-31,17070000
1977-11-01,17170000
1977-11-02,20760000
1977-11-03,18090000
1977-11-04,21700000
1977-11-07,21270000
1977-11-08,19210000
1977-11-09,21330000
1977-11-10,31980000
1977-11-11,35260000
1977-11-14,23220000
1977-11-15,27740000
1977-11-16,24950000
1977-11-17,25110000
1977-11-18,23930000
1977-11-21,20110000
1977-11-22,28600000
1977-11-23,29150000
1977-11-25,17910000
1977-11-28,21570000
1977-11-29,22950000
1977-11-30,22670000
1977-12-01,24220000
1977-12-02,21160000
1977-12-05,19160000
1977-12-06,23770000
1977-12-07,21050000
1977-12-08,20400000
1977-12-09,19210000
1977-12-12,18180000
1977-12-13,19190000
1977-12-14,22110000
1977-12-15,21610000
1977-12-16,20270000
1977-12-19,21150000
1977-12-20,23250000
1977-12-21,24510000
1977-12-22,28100000
1977-12-23,20080000
1977-12-27,16750000
1977-12-28,19630000
1977-12-29,23610000
1977-12-30,23560000
1978-01-03,17720000
1978-01-04,24090000
1978-01-05,23570000
1978-01-06,26150000
1978-01-09,27990000
1978-01-10,25180000
1978-01-11,22880000
1978-01-12,22730000
1978-01-13,18010000
1978-01-16,18760000
1978-01-17,19360000
1978-01-18,21390000
1978-01-19,21500000
1978-01-20,7580000
1978-01-23,19380000
1978-01-24,18690000
1978-01-25,18690000
1978-01-26,19600000
1978-01-27,17600000
1978-01-30,17400000
1978-01-31,19870000
1978-02-01,22240000
1978-02-02,23050000
1978-02-03,19400000
1978-02-06,11630000
1978-02-07,14730000
1978-02-08,21300000
1978-02-09,17940000
1978-02-10,19480000
1978-02-13,16810000
1978-02-14,20470000
1978-02-15,20170000
1978-02-16,21570000
1978-02-17,18500000
1978-02-21,21890000
1978-02-22,18450000
1978-02-23,18720000
1978-02-24,22510000
1978-02-27,19990000
1978-02-28,19750000
1978-03-01,21010000
1978-03-02,20280000
1978-03-03,20120000
1978-03-06,17230000
1978-03-07,19900000
1978-03-08,22030000
1978-03-09,21820000
1978-03-10,27090000
1978-03-13,24070000
1978-03-14,24300000
1978-03-15,23340000
1978-03-16,25400000
1978-03-17,28470000
1978-03-20,28360000
1978-03-21,24410000
1978-03-22,21950000
1978-03-23,21290000
1978-03-27,18870000
1978-03-28,21600000
1978-03-29,25450000
1978-03-30,20460000
1978-03-31,20130000
1978-04-03,20230000
1978-04-04,20130000
1978-04-05,27260000
1978-04-06,27360000
1978-04-07,25160000
1978-04-10,25740000
1978-04-11,24300000
1978-04-12,26210000
1978-04-13,31580000
1978-04-14,52280000
1978-04-17,63510000
1978-04-18,38950000
1978-04-19,35060000
1978-04-20,43230000
1978-04-21,31540000
1978-04-24,34510000
1978-04-25,55800000
1978-04-26,44430000
1978-04-27,35470000
1978-04-28,32850000
1978-05-01,37020000
1978-05-02,41400000
1978-05-03,37560000
1978-05-04,37520000
1978-05-05,42680000
1978-05-08,34680000
1978-05-09,30860000
1978-05-10,33330000
1978-05-11,36630000
1978-05-12,46600000
1978-05-15,33890000
1978-05-16,48170000
1978-05-17,45490000
1978-05-18,42270000
1978-05-19,34360000
1978-05-22,28680000
1978-05-23,33230000
1978-05-24,31450000
1978-05-25,28410000
1978-05-26,21410000
1978-05-30,21040000
1978-05-31,29070000
1978-06-01,28750000
1978-06-02,31860000
1978-06-05,39580000
1978-06-06,51970000
1978-06-07,33060000
1978-06-08,39380000
1978-06-09,32470000
1978-06-12,24440000
1978-06-13,30760000
1978-06-14,37290000
1978-06-15,29280000
1978-06-16,27690000
1978-06-19,25500000
1978-06-20,27920000
1978-06-21,29100000
1978-06-22,27160000
1978-06-23,28530000
1978-06-26,29250000
1978-06-27,29280000
1978-06-28,23260000
1978-06-29,21660000
1978-06-30,18100000
1978-07-03,11560000
1978-07-05,23730000
1978-07-06,24990000
1978-07-07,23480000
1978-07-10,22470000
1978-07-11,27470000
1978-07-12,26640000
1978-07-13,23620000
1978-07-14,28370000
1978-07-17,29180000
1978-07-18,22860000
1978-07-19,30850000
1978-07-20,33350000
1978-07-21,26060000
1978-07-24,23280000
1978-07-25,25400000
1978-07-26,36830000
1978-07-27,33970000
1978-07-28,33390000
1978-07-31,33990000
1978-08-01,34810000
1978-08-02,47470000
1978-08-03,66370000
1978-08-04,37910000
1978-08-07,33350000
1978-08-08,34290000
1978-08-09,48800000
1978-08-10,39760000
1978-08-11,33550000
1978-08-14,32320000
1978-08-15,29760000
1978-08-16,36120000
1978-08-17,45270000
1978-08-18,34650000
1978-08-21,29440000
1978-08-22,29620000
1978-08-23,39630000
1978-08-24,38500000
1978-08-25,36190000
1978-08-28,31760000
1978-08-29,33780000
1978-08-30,37750000
1978-08-31,33850000
1978-09-01,35070000
1978-09-05,32170000
1978-09-06,42600000
1978-09-07,40310000
1978-09-08,42170000
1978-09-11,39670000
1978-09-12,34400000
1978-09-13,43340000
1978-09-14,37400000
1978-09-15,37290000
1978-09-18,35860000
1978-09-19,31660000
1978-09-20,35080000
1978-09-21,33640000
1978-09-22,27960000
1978-09-25,20970000
1978-09-26,26330000
1978-09-27,28370000
1978-09-28,24390000
1978-09-29,23610000
1978-10-02,18700000
1978-10-03,22540000
1978-10-04,25090000
1978-10-05,27820000
1978-10-06,27380000
1978-10-09,19720000
1978-10-10,25470000
1978-10-11,21740000
1978-10-12,30170000
1978-10-13,21920000
1978-10-16,24600000
1978-10-17,37870000
1978-10-18,32940000
1978-10-19,31810000
1978-10-20,43670000
1978-10-23,36090000
1978-10-24,28880000
1978-10-25,31380000
1978-10-26,31990000
1978-10-27,40360000
1978-10-30,59480000
1978-10-31,42720000
1978-11-01,50450000
1978-11-02,41030000
1978-11-03,25990000
1978-11-06,20450000
1978-11-07,25320000
1978-11-08,23560000
1978-11-09,23320000
1978-11-10,16750000
1978-11-13,20960000
1978-11-14,30610000
1978-11-15,26280000
1978-11-16,21340000
1978-11-17,25170000
1978-11-20,24440000
1978-11-21,20750000
1978-11-22,20010000
1978-11-24,14590000
1978-11-27,19790000
1978-11-28,22740000
1978-11-29,21160000
1978-11-30,19900000
1978-12-01,26830000
1978-12-04,22020000
1978-12-05,25670000
1978-12-06,29680000
1978-12-07,21170000
1978-12-08,18560000
1978-12-11,21000000
1978-12-12,22210000
1978-12-13,22480000
1978-12-14,20840000
1978-12-15,23620000
1978-12-18,32900000
1978-12-19,25960000
1978-12-20,26520000
1978-12-21,28670000
1978-12-22,23790000
1978-12-26,21470000
1978-12-27,23580000
1978-12-28,25440000
1978-12-29,30030000
1979-01-02,18340000
1979-01-03,29180000
1979-01-04,33290000
1979-01-05,28890000
1979-01-08,21440000
1979-01-09,27340000
1979-01-10,24990000
1979-01-11,24580000
1979-01-12,37120000
1979-01-15,27520000
1979-01-16,30340000
1979-01-17,25310000
1979-01-18,27260000
1979-01-19,26800000
1979-01-22,24390000
1979-01-23,30130000
1979-01-24,31730000
1979-01-25,31440000
1979-01-26,34230000
1979-01-29,24170000
1979-01-30,26910000
1979-01-31,30330000
1979-02-01,27930000
1979-02-02,25350000
1979-02-05,26490000
1979-02-06,23570000
1979-02-07,28450000
1979-02-08,23360000
1979-02-09,24320000
1979-02-12,20610000
1979-02-13,28470000
1979-02-14,27220000
1979-02-15,22550000
1979-02-16,21110000
1979-02-20,22010000
1979-02-21,26050000
1979-02-22,26290000
1979-02-23,22750000
1979-02-26,22620000
1979-02-27,31470000
1979-02-28,25090000
1979-03-01,23830000
1979-03-02,23130000
1979-03-05,25690000
1979-03-06,24490000
1979-03-07,28930000
1979-03-08,32000000
1979-03-09,33410000
1979-03-12,25740000
1979-03-13,31170000
1979-03-14,24630000
1979-03-15,29370000
1979-03-16,31770000
1979-03-19,34620000
1979-03-20,27180000
1979-03-21,31120000
1979-03-22,34380000
1979-03-23,33570000
1979-03-26,23430000
1979-03-27,32940000
1979-03-28,39920000
1979-03-29,28510000
1979-03-30,29970000
1979-04-02,28990000
1979-04-03,33530000
1979-04-04,41940000
1979-04-05,34520000
1979-04-06,34710000
1979-04-09,27230000
1979-04-10,31900000
1979-04-11,32900000
1979-04-12,26780000
1979-04-16,28050000
1979-04-17,29260000
1979-04-18,29510000
1979-04-19,31150000
1979-04-20,28830000
1979-04-23,25610000
1979-04-24,35540000
1979-04-25,31750000
1979-04-26,32400000
1979-04-27,29610000
1979-04-30,26440000
1979-05-01,31040000
1979-05-02,30510000
1979-05-03,30870000
1979-05-04,30630000
1979-05-07,30480000
1979-05-08,32720000
1979-05-09,27670000
1979-05-10,25230000
1979-05-11,24010000
1979-05-14,22450000
1979-05-15,26190000
1979-05-16,28350000
1979-05-17,30550000
1979-05-18,26590000
1979-05-21,25550000
1979-05-22,30400000
1979-05-23,30390000
1979-05-24,25710000
1979-05-25,27810000
1979-05-29,27040000
1979-05-30,29250000
1979-05-31,30300000
1979-06-01,24560000
1979-06-04,24040000
1979-06-05,35050000
1979-06-06,39830000
1979-06-07,43380000
1979-06-08,31470000
1979-06-11,28270000
1979-06-12,45450000
1979-06-13,40740000
1979-06-14,37850000
1979-06-15,40740000
1979-06-18,30970000
1979-06-19,30780000
1979-06-20,33790000
1979-06-21,36490000
1979-06-22,36410000
1979-06-25,31330000
1979-06-26,34680000
1979-06-27,36720000
1979-06-28,38470000
1979-06-29,34690000
1979-07-02,32060000
1979-07-03,31670000
1979-07-05,30290000
1979-07-06,38570000
1979-07-09,42460000
1979-07-10,39730000
1979-07-11,36650000
1979-07-12,31780000
1979-07-13,33080000
1979-07-16,26620000
1979-07-17,34270000
1979-07-18,35950000
1979-07-19,26780000
1979-07-20,26360000
1979-07-23,26860000
1979-07-24,29690000
1979-07-25,34890000
1979-07-26,32270000
1979-07-27,27760000
1979-07-30,28640000
1979-07-31,34360000
1979-08-01,36570000
1979-08-02,37720000
1979-08-03,28160000
1979-08-06,27190000
1979-08-07,45410000
1979-08-08,44970000
1979-08-09,34630000
1979-08-10,36740000
1979-08-13,41980000
1979-08-14,40910000
1979-08-15,46130000
1979-08-16,47000000
1979-08-17,31630000
1979-08-20,32300000
1979-08-21,38860000
1979-08-22,38450000
1979-08-23,35710000
1979-08-24,32730000
1979-08-27,32050000
1979-08-28,29430000
1979-08-29,30810000
1979-08-30,29300000
1979-08-31,26370000
1979-09-04,33350000
1979-09-05,41650000
1979-09-06,30330000
1979-09-07,34360000
1979-09-10,32980000
1979-09-11,42530000
1979-09-12,39350000
1979-09-13,35240000
1979-09-14,41980000
1979-09-17,37610000
1979-09-18,38750000
1979-09-19,35370000
1979-09-20,45100000
1979-09-21,52380000
1979-09-24,33790000
1979-09-25,32410000
1979-09-26,37700000
1979-09-27,33110000
1979-09-28,35950000
1979-10-01,24980000
1979-10-02,38310000
1979-10-03,36470000
1979-10-04,38800000
1979-10-05,48250000
1979-10-08,32610000
1979-10-09,55560000
1979-10-10,81620000
1979-10-11,47530000
1979-10-12,36390000
1979-10-15,34850000
1979-10-16,33770000
1979-10-17,29650000
1979-10-18,29590000
1979-10-19,42430000
1979-10-22,45240000
1979-10-23,32910000
1979-10-24,31480000
1979-10-25,28440000
1979-10-26,29660000
1979-10-29,22720000
1979-10-30,28890000
1979-10-31,27780000
1979-11-01,25880000
1979-11-02,23670000
1979-11-05,20470000
1979-11-06,21960000
1979-11-07,30830000
1979-11-08,26270000
1979-11-09,30060000
1979-11-12,26640000
1979-11-13,29240000
1979-11-14,30970000
1979-11-15,32380000
1979-11-16,30060000
1979-11-19,33090000
1979-11-20,35010000
1979-11-21,37020000
1979-11-23,23300000
1979-11-26,47940000
1979-11-27,45140000
1979-11-28,39690000
1979-11-29,33550000
1979-11-30,30480000
1979-12-03,29030000
1979-12-04,33510000
1979-12-05,39300000
1979-12-06,37510000
1979-12-07,42370000
1979-12-10,32270000
1979-12-11,36160000
1979-12-12,34630000
1979-12-13,36690000
1979-12-14,41800000
1979-12-17,43830000
1979-12-18,43310000
1979-12-19,41780000
1979-12-20,40380000
1979-12-21,36160000
1979-12-24,19150000
1979-12-26,24960000
1979-12-27,31410000
1979-12-28,34430000
1979-12-31,31530000
1980-01-02,40610000
1980-01-03,50480000
1980-01-04,39130000
1980-01-07,44500000
1980-01-08,53390000
1980-01-09,65260000
1980-01-10,55980000
1980-01-11,52890000
