Date,^GSPC
1997-04-28,404470000
1997-04-29,547690000
1997-04-30,556070000
1997-05-01,460380000
1997-05-02,499770000
1997-05-05,549410000
1997-05-06,603680000
1997-05-07,500580000
1997-05-08,534120000
1997-05-09,455690000
1997-05-12,459370000
1997-05-13,489760000
1997-05-14,504960000
1997-05-15,458170000
1997-05-16,486780000
1997-05-19,345140000
1997-05-20,450850000
1997-05-21,540730000
1997-05-22,426940000
1997-05-23,417030000
1997-05-27,436150000
1997-05-28,487340000
1997-05-29,462600000
1997-05-30,537200000
1997-06-02,435950000
1997-06-03,527120000
1997-06-04,466690000
1997-06-05,452610000
1997-06-06,488940000
1997-06-09,465810000
1997-06-10,526980000
1997-06-11,513740000
1997-06-12,592730000
1997-06-13,575810000
1997-06-16,414280000
1997-06-17,543010000
1997-06-18,491740000
1997-06-19,536940000
1997-06-20,653110000
1997-06-23,492940000
1997-06-24,542650000
1997-06-25,603040000
1997-06-26,499780000
1997-06-27,472540000
1997-06-30,561540000
1997-07-01,544190000
1997-07-02,526970000
1997-07-03,374680000
1997-07-07,518780000
1997-07-08,526010000
1997-07-09,589110000
1997-07-10,551340000
1997-07-11,500050000
1997-07-14,485960000
1997-07-15,598370000
1997-07-16,647390000
1997-07-17,629250000
1997-07-18,589710000
1997-07-21,459500000
1997-07-22,579590000
1997-07-23,616930000
1997-07-24,571020000
1997-07-25,521510000
1997-07-28,466920000
1997-07-29,544540000
1997-07-30,568470000
1997-07-31,547830000
1997-08-01,513750000
1997-08-04,456000000
1997-08-05,525710000
1997-08-06,565200000
1997-08-07,576030000
1997-08-08,563420000
1997-08-11,480340000
1997-08-12,499310000
1997-08-13,587210000
1997-08-14,530460000
1997-08-15,537820000
1997-08-18,514330000
1997-08-19,545630000
1997-08-20,521270000
1997-08-21,499000000
1997-08-22,460160000
1997-08-25,388990000
1997-08-26,449110000
1997-08-27,492150000
1997-08-28,486300000
1997-08-29,413910000
1997-09-02,491870000
1997-09-03,549060000
1997-09-04,559310000
1997-09-05,536400000
1997-09-08,466430000
1997-09-09,502200000
1997-09-10,517620000
1997-09-11,575020000
1997-09-12,544150000
1997-09-15,468030000
1997-09-16,636380000
1997-09-17,590550000
1997-09-18,566830000
1997-09-19,631040000
1997-09-22,490900000
1997-09-23,522930000
1997-09-24,639460000
1997-09-25,524880000
1997-09-26,505340000
1997-09-29,477100000
1997-09-30,587500000
1997-10-01,598660000
1997-10-02,474760000
1997-10-03,623370000
1997-10-06,495620000
1997-10-07,551970000
1997-10-08,573110000
1997-10-09,551840000
1997-10-10,500680000
1997-10-13,354800000
1997-10-14,510330000
1997-10-15,505310000
1997-10-16,597010000
1997-10-17,624980000
1997-10-20,483880000
1997-10-21,582310000
1997-10-22,613490000
1997-10-23,673270000
1997-10-24,677630000
1997-10-27,693730000
1997-10-28,1202550000
1997-10-29,777660000
1997-10-30,712230000
1997-10-31,638070000
1997-11-03,564740000
1997-11-04,541590000
1997-11-05,565680000
1997-11-06,522890000
1997-11-07,569980000
1997-11-10,464140000
1997-11-11,435660000
1997-11-12,585340000
1997-11-13,653960000
1997-11-14,635760000
1997-11-17,576540000
1997-11-18,521380000
1997-11-19,542720000
1997-11-20,602610000
1997-11-21,611000000
1997-11-24,514920000
1997-11-25,587890000
1997-11-26,487750000
1997-11-28,189070000
1997-12-01,590300000
1997-12-02,576120000
1997-12-03,624610000
1997-12-04,633470000
1997-12-05,563590000
1997-12-08,490320000
1997-12-09,539130000
1997-12-10,602290000
1997-12-11,631770000
1997-12-12,579280000
1997-12-15,597150000
1997-12-16,623320000
1997-12-17,618900000
1997-12-18,618870000
1997-12-19,793200000
1997-12-22,530670000
1997-12-23,515070000
1997-12-24,265980000
1997-12-26,154900000
1997-12-29,443160000
1997-12-30,499500000
1997-12-31,467280000
1998-01-02,366730000
1998-01-05,628070000
1998-01-06,618360000
1998-01-07,667390000
1998-01-08,652140000
1998-01-09,746420000
1998-01-12,705450000
1998-01-13,646740000
1998-01-14,603280000
1998-01-15,569050000
1998-01-16,670080000
1998-01-20,644790000
1998-01-21,626160000
1998-01-22,646570000
1998-01-23,635770000
1998-01-26,555080000
1998-01-27,679140000
1998-01-28,708470000
1998-01-29,750760000
1998-01-30,613380000
1998-02-02,724320000
1998-02-03,692120000
1998-02-04,695420000
1998-02-05,703980000
1998-02-06,569650000
1998-02-09,524810000
1998-02-10,642800000
1998-02-11,599300000
1998-02-12,611480000
1998-02-13,531940000
1998-02-17,605890000
1998-02-18,606000000
1998-02-19,581820000
1998-02-20,594300000
1998-02-23,550730000
1998-02-24,589880000
1998-02-25,611350000
1998-02-26,646280000
1998-02-27,574480000
1998-03-02,591470000
1998-03-03,612360000
1998-03-04,644280000
1998-03-05,648270000
1998-03-06,665500000
1998-03-09,624700000
1998-03-10,631920000
1998-03-11,655260000
1998-03-12,594940000
1998-03-13,597800000
1998-03-16,548980000
1998-03-17,680960000
1998-03-18,632690000
1998-03-19,598240000
1998-03-20,717310000
1998-03-23,631350000
1998-03-24,605720000
1998-03-25,676550000
1998-03-26,606770000
1998-03-27,582190000
1998-03-30,497400000
1998-03-31,674930000
1998-04-01,677310000
1998-04-02,674340000
1998-04-03,653880000
1998-04-06,625810000
1998-04-07,670760000
1998-04-08,616330000
1998-04-09,548940000
1998-04-13,564480000
1998-04-14,613730000
1998-04-15,685020000
1998-04-16,699570000
1998-04-17,672290000
1998-04-20,595190000
1998-04-21,675640000
1998-04-22,696740000
1998-04-23,653190000
1998-04-24,633890000
1998-04-27,685960000
1998-04-28,678600000
1998-04-29,638790000
1998-04-30,695600000
1998-05-01,581970000
1998-05-04,551700000
1998-05-05,583630000
1998-05-06,606540000
1998-05-07,582240000
1998-05-08,567890000
1998-05-11,560840000
1998-05-12,604420000
1998-05-13,600010000
1998-05-14,578380000
1998-05-15,621990000
1998-05-18,519100000
1998-05-19,566020000
1998-05-20,587240000
1998-05-21,551970000
1998-05-22,444070000
1998-05-26,541410000
1998-05-27,682040000
1998-05-28,588900000
1998-05-29,556780000
1998-06-01,537660000
1998-06-02,590930000
1998-06-03,584480000
1998-06-04,577470000
1998-06-05,558440000
1998-06-08,543390000
1998-06-09,563610000
1998-06-10,609410000
1998-06-11,627470000
1998-06-12,633300000
1998-06-15,595820000
1998-06-16,664600000
1998-06-17,744400000
1998-06-18,590440000
1998-06-19,715500000
1998-06-22,531550000
1998-06-23,657100000
1998-06-24,714900000
1998-06-25,669900000
1998-06-26,520050000
1998-06-29,564350000
1998-06-30,757200000
1998-07-01,701600000
1998-07-02,510210000
1998-07-06,514750000
1998-07-07,624890000
1998-07-08,607230000
1998-07-09,663600000
1998-07-10,576080000
1998-07-13,574880000
1998-07-14,700300000
1998-07-15,723900000
1998-07-16,677800000
1998-07-17,618030000
1998-07-20,560580000
1998-07-21,659700000
1998-07-22,739800000
1998-07-23,741600000
1998-07-24,698600000
1998-07-27,619990000
1998-07-28,703600000
1998-07-29,644350000
1998-07-30,687400000
1998-07-31,645910000
1998-08-03,620400000
1998-08-04,852600000
1998-08-05,851600000
1998-08-06,768400000
1998-08-07,759100000
1998-08-10,579180000
1998-08-11,774400000
1998-08-12,711700000
1998-08-13,660700000
1998-08-14,644030000
1998-08-17,584380000
1998-08-18,690600000
1998-08-19,633630000
1998-08-20,621630000
1998-08-21,725700000
1998-08-24,558100000
1998-08-25,664900000
1998-08-26,674100000
1998-08-27,938600000
1998-08-28,840300000
1998-08-31,917500000
1998-09-01,1216600000
1998-09-02,894600000
1998-09-03,880500000
1998-09-04,780300000
1998-09-08,814800000
1998-09-09,704300000
1998-09-10,880300000
1998-09-11,819100000
1998-09-14,714400000
1998-09-15,724600000
1998-09-16,797500000
1998-09-17,694500000
1998-09-18,794700000
1998-09-21,609880000
1998-09-22,694900000
1998-09-23,899700000
1998-09-24,805900000
1998-09-25,736800000
1998-09-28,690500000
1998-09-29,760100000
1998-09-30,800100000
1998-10-01,899700000
1998-10-02,902900000
1998-10-05,817500000
1998-10-06,845700000
1998-10-07,977000000
1998-10-08,1114600000
1998-10-09,878100000
1998-10-12,691100000
1998-10-13,733300000
1998-10-14,791200000
1998-10-15,937600000
1998-10-16,1042200000
1998-10-19,738600000
1998-10-20,958200000
1998-10-21,745100000
1998-10-22,754900000
1998-10-23,637640000
1998-10-26,609910000
1998-10-27,764500000
1998-10-28,677500000
1998-10-29,699400000
1998-10-30,785000000
1998-11-02,753800000
1998-11-03,704300000
1998-11-04,861100000
1998-11-05,770200000
1998-11-06,683100000
1998-11-09,592990000
1998-11-10,671300000
1998-11-11,715700000
1998-11-12,662300000
1998-11-13,602270000
1998-11-16,615580000
1998-11-17,705200000
1998-11-18,652510000
1998-11-19,671000000
1998-11-20,721200000
1998-11-23,774100000
1998-11-24,766200000
1998-11-25,583580000
1998-11-27,256950000
1998-11-30,687900000
1998-12-01,789200000
1998-12-02,727400000
1998-12-03,799100000
1998-12-04,709700000
1998-12-07,671200000
1998-12-08,727700000
1998-12-09,694200000
1998-12-10,748600000
1998-12-11,688900000
1998-12-14,741800000
1998-12-15,777900000
1998-12-16,725500000
1998-12-17,739400000
1998-12-18,839600000
1998-12-21,744800000
1998-12-22,680500000
1998-12-23,697500000
1998-12-24,246980000
1998-12-28,531560000
1998-12-29,586490000
1998-12-30,594220000
1998-12-31,719200000
1999-01-04,877000000
1999-01-05,775000000
1999-01-06,986900000
1999-01-07,863000000
1999-01-08,937800000
1999-01-11,818000000
1999-01-12,800200000
1999-01-13,931500000
1999-01-14,797200000
1999-01-15,798100000
1999-01-19,785500000
1999-01-20,905700000
1999-01-21,871800000
1999-01-22,785900000
1999-01-25,723900000
1999-01-26,896400000
1999-01-27,893800000
1999-01-28,848800000
1999-01-29,917000000
1999-02-01,799400000
1999-02-02,845500000
1999-02-03,876500000
1999-02-04,854400000
1999-02-05,872000000
1999-02-08,705400000
1999-02-09,736000000
1999-02-10,721400000
1999-02-11,815800000
1999-02-12,691500000
1999-02-16,653760000
1999-02-17,735100000
1999-02-18,742400000
1999-02-19,700000000
1999-02-22,718500000
1999-02-23,781100000
1999-02-24,782000000
1999-02-25,740500000
1999-02-26,784600000
1999-03-01,699500000
1999-03-02,753600000
1999-03-03,751700000
1999-03-04,770900000
1999-03-05,834900000
1999-03-08,714600000
1999-03-09,803700000
1999-03-10,841900000
1999-03-11,904800000
1999-03-12,825800000
1999-03-15,727200000
1999-03-16,751900000
1999-03-17,752300000
1999-03-18,831000000
1999-03-19,914700000
1999-03-22,658200000
1999-03-23,811300000
1999-03-24,761900000
1999-03-25,784200000
1999-03-26,707200000
1999-03-29,747900000
1999-03-30,729000000
1999-03-31,924300000
1999-04-01,703000000
1999-04-05,695800000
1999-04-06,787500000
1999-04-07,816400000
1999-04-08,850500000
1999-04-09,716100000
1999-04-12,810800000
1999-04-13,810900000
1999-04-14,952000000
1999-04-15,1089800000
1999-04-16,1002300000
1999-04-19,1214400000
1999-04-20,985400000
1999-04-21,920000000
1999-04-22,927900000
1999-04-23,744900000
1999-04-26,712000000
1999-04-27,891700000
1999-04-28,951700000
1999-04-29,1003600000
1999-04-30,936500000
1999-05-03,811400000
1999-05-04,933100000
1999-05-05,913500000
1999-05-06,875400000
1999-05-07,814900000
1999-05-10,773300000
1999-05-11,836100000
1999-05-12,825500000
1999-05-13,796900000
1999-05-14,727800000
1999-05-17,665500000
1999-05-18,753400000
1999-05-19,801100000
1999-05-20,752200000
1999-05-21,686600000
1999-05-24,754700000
1999-05-25,826700000
1999-05-26,870800000
1999-05-27,811400000
1999-05-28,649960000
1999-06-01,683800000
1999-06-02,728000000
1999-06-03,719600000
1999-06-04,694500000
1999-06-07,664300000
1999-06-08,685900000
1999-06-09,662000000
1999-06-10,716500000
1999-06-11,698200000
1999-06-14,669400000
1999-06-15,696600000
1999-06-16,806800000
1999-06-17,700300000
1999-06-18,914500000
1999-06-21,686600000
1999-06-22,716500000
1999-06-23,731800000
1999-06-24,690400000
1999-06-25,623460000
1999-06-28,652910000
1999-06-29,820100000
1999-06-30,1117000000
1999-07-01,843400000
1999-07-02,613570000
1999-07-06,722900000
1999-07-07,791200000
1999-07-08,830600000
1999-07-09,701000000
1999-07-12,685300000
1999-07-13,736000000
1999-07-14,756100000
1999-07-15,818800000
1999-07-16,714100000
1999-07-19,642330000
1999-07-20,754800000
1999-07-21,785500000
1999-07-22,771700000
1999-07-23,630580000
1999-07-26,613450000
1999-07-27,723800000
1999-07-28,690900000
1999-07-29,770100000
1999-07-30,736800000
1999-08-02,649550000
1999-08-03,739600000
1999-08-04,789300000
1999-08-05,859300000
1999-08-06,698900000
1999-08-09,684300000
1999-08-10,836200000
1999-08-11,792300000
1999-08-12,745600000
1999-08-13,691700000
1999-08-16,583550000
1999-08-17,691500000
1999-08-18,682800000
1999-08-19,684200000
1999-08-20,661200000
1999-08-23,682600000
1999-08-24,732700000
1999-08-25,864600000
1999-08-26,719000000
1999-08-27,570050000
1999-08-30,597900000
1999-08-31,861700000
1999-09-01,708200000
1999-09-02,687100000
1999-09-03,663200000
1999-09-07,715300000
1999-09-08,791200000
1999-09-09,773900000
1999-09-10,808500000
1999-09-13,657900000
1999-09-14,734500000
1999-09-15,787300000
1999-09-16,739000000
1999-09-17,861900000
1999-09-20,568000000
1999-09-21,817300000
1999-09-22,822200000
1999-09-23,890800000
1999-09-24,872800000
1999-09-27,780600000
1999-09-28,885400000
1999-09-29,856000000
1999-09-30,1017600000
1999-10-01,896200000
1999-10-04,803300000
1999-10-05,965700000
1999-10-06,895200000
1999-10-07,827800000
1999-10-08,897300000
1999-10-11,655900000
1999-10-12,778300000
1999-10-13,821500000
1999-10-14,892300000
1999-10-15,912600000
1999-10-18,818700000
1999-10-19,905700000
1999-10-20,928800000
1999-10-21,1012500000
1999-10-22,959200000
1999-10-25,777000000
1999-10-26,878300000
1999-10-27,950100000
1999-10-28,1135100000
1999-10-29,1120500000
1999-11-01,861000000
1999-11-02,904500000
1999-11-03,914400000
1999-11-04,981700000
1999-11-05,1007300000
1999-11-08,806800000
1999-11-09,854300000
1999-11-10,984700000
1999-11-11,891300000
1999-11-12,900200000
1999-11-15,795700000
1999-11-16,942200000
1999-11-17,960000000
1999-11-18,1022800000
1999-11-19,893800000
1999-11-22,873500000
1999-11-23,926100000
1999-11-24,734800000
1999-11-26,312120000
1999-11-29,866100000
1999-11-30,951500000
1999-12-01,884000000
1999-12-02,900700000
1999-12-03,1006400000
1999-12-06,916800000
1999-12-07,1085800000
1999-12-08,957000000
1999-12-09,1122100000
1999-12-10,987200000
1999-12-13,977600000
1999-12-14,1027800000
1999-12-15,1033900000
1999-12-16,1070300000
1999-12-17,1349800000
1999-12-20,904600000
1999-12-21,963500000
1999-12-22,850000000
1999-12-23,728600000
1999-12-27,722600000
1999-12-28,655400000
1999-12-29,567860000
1999-12-30,554680000
1999-12-31,374050000
2000-01-03,931800000
2000-01-04,1009000000
2000-01-05,1085500000
2000-01-06,1092300000
2000-01-07,1225200000
2000-01-10,1064800000
2000-01-11,1014000000
2000-01-12,974600000
2000-01-13,1030400000
2000-01-14,1085900000
2000-01-18,1056700000
2000-01-19,1087800000
2000-01-20,1100700000
2000-01-21,1209800000
2000-01-24,1115800000
2000-01-25,1073700000
2000-01-26,1117300000
2000-01-27,1129500000
2000-01-28,1095800000
2000-01-31,993800000
2000-02-01,981000000
2000-02-02,1038600000
2000-02-03,1146500000
2000-02-04,1045100000
2000-02-07,918100000
2000-02-08,1047700000
2000-02-09,1050500000
2000-02-10,1058800000
2000-02-11,1025700000
2000-02-14,927300000
2000-02-15,1092100000
2000-02-16,1018800000
2000-02-17,1034800000
2000-02-18,1042300000
2000-02-22,980000000
2000-02-23,993700000
2000-02-24,1215000000
2000-02-25,1065200000
2000-02-28,1026500000
2000-02-29,1204300000
2000-03-01,1274100000
2000-03-02,1198600000
2000-03-03,1150300000
2000-03-06,1029000000
2000-03-07,1314100000
2000-03-08,1203000000
2000-03-09,1123000000
2000-03-10,1138800000
2000-03-13,1016100000
2000-03-14,1094000000
2000-03-15,1302800000
2000-03-16,1482300000
2000-03-17,1295100000
2000-03-20,920800000
2000-03-21,1065900000
2000-03-22,1075000000
2000-03-23,1078300000
2000-03-24,1052200000
2000-03-27,901000000
2000-03-28,959100000
2000-03-29,1061900000
2000-03-30,1193400000
2000-03-31,1227400000
2000-04-03,1021700000
2000-04-04,1515460000
2000-04-05,1110300000
2000-04-06,1008000000
2000-04-07,891600000
2000-04-10,853700000
2000-04-11,971400000
2000-04-12,1175900000
2000-04-13,1032000000
2000-04-14,1279700000
2000-04-17,1204700000
2000-04-18,1109400000
2000-04-19,1001400000
2000-04-20,896200000
2000-04-24,868700000
2000-04-25,1071100000
2000-04-26,999600000
2000-04-27,1111000000
2000-04-28,984600000
2000-05-01,966300000
2000-05-02,1011500000
2000-05-03,991600000
2000-05-04,925800000
2000-05-05,805500000
2000-05-08,787600000
2000-05-09,896600000
2000-05-10,1006400000
2000-05-11,953600000
2000-05-12,858200000
2000-05-15,854600000
2000-05-16,955500000
2000-05-17,820500000
2000-05-18,807900000
2000-05-19,853700000
2000-05-22,869000000
2000-05-23,869900000
2000-05-24,1152300000
2000-05-25,984500000
2000-05-26,722600000
2000-05-30,844200000
2000-05-31,960500000
2000-06-01,960100000
2000-06-02,1162400000
2000-06-05,838600000
2000-06-06,950100000
2000-06-07,854600000
2000-06-08,854300000
2000-06-09,786000000
2000-06-12,774100000
2000-06-13,935900000
2000-06-14,929700000
2000-06-15,1011400000
2000-06-16,1250800000
2000-06-19,921700000
2000-06-20,1031500000
2000-06-21,1009600000
2000-06-22,1022700000
2000-06-23,847600000
2000-06-26,889000000
2000-06-27,1042500000
2000-06-28,1095100000
2000-06-29,1110900000
2000-06-30,1459700000
2000-07-03,451900000
2000-07-05,1019300000
2000-07-06,947300000
2000-07-07,931700000
2000-07-10,838700000
2000-07-11,980500000
2000-07-12,1001200000
2000-07-13,1026800000
2000-07-14,960600000
2000-07-17,906000000
2000-07-18,908300000
2000-07-19,909400000
2000-07-20,1064600000
2000-07-21,968300000
2000-07-24,880300000
2000-07-25,969400000
2000-07-26,1235800000
2000-07-27,1156400000
2000-07-28,980000000
2000-07-31,952600000
2000-08-01,938700000
2000-08-02,994500000
2000-08-03,1095600000
2000-08-04,956000000
2000-08-07,854800000
2000-08-08,992200000
2000-08-09,1054000000
2000-08-10,940800000
2000-08-11,835500000
2000-08-14,783800000
2000-08-15,895900000
2000-08-16,929800000
2000-08-17,922400000
2000-08-18,821400000
2000-08-21,731600000
2000-08-22,818800000
2000-08-23,871000000
2000-08-24,837100000
2000-08-25,685600000
2000-08-28,733600000
2000-08-29,795600000
2000-08-30,818400000
2000-08-31,1056600000
2000-09-01,767700000
2000-09-05,838500000
2000-09-06,995100000
2000-09-07,985500000
2000-09-08,961000000
2000-09-11,899300000
2000-09-12,991200000
2000-09-13,1068300000
2000-09-14,1014000000
2000-09-15,1268400000
2000-09-18,962500000
2000-09-19,1024900000
2000-09-20,1104000000
2000-09-21,1105400000
2000-09-22,1185500000
2000-09-25,982400000
2000-09-26,1106600000
2000-09-27,1174700000
2000-09-28,1206200000
2000-09-29,1197100000
2000-10-02,1051200000
2000-10-03,1098100000
2000-10-04,1167400000
2000-10-05,1176100000
2000-10-06,1150100000
2000-10-09,716600000
2000-10-10,1044000000
2000-10-11,1387500000
2000-10-12,1388600000
2000-10-13,1223900000
2000-10-16,1005400000
2000-10-17,1161500000
2000-10-18,1441700000
2000-10-19,1297900000
2000-10-20,1177400000
2000-10-23,1046800000
2000-10-24,1158600000
2000-10-25,1315600000
2000-10-26,1303800000
2000-10-27,1086300000
2000-10-30,1186500000
2000-10-31,1366400000
2000-11-01,1206800000
2000-11-02,1167700000
2000-11-03,997700000
2000-11-06,930900000
2000-11-07,880900000
2000-11-08,909300000
2000-11-09,1111000000
2000-11-10,962500000
2000-11-13,1129300000
2000-11-14,1118800000
2000-11-15,1066800000
2000-11-16,956300000
2000-11-17,1070400000
2000-11-20,955800000
2000-11-21,1137100000
2000-11-22,963200000
2000-11-24,404870000
2000-11-27,946100000
2000-11-28,1028200000
2000-11-29,402100000
2000-11-30,1186530000
2000-12-01,1195200000
2000-12-04,1103000000
2000-12-05,900300000
2000-12-06,1399300000
2000-12-07,1128000000
2000-12-08,1358300000
2000-12-11,1202400000
2000-12-12,1083400000
2000-12-13,1195100000
2000-12-14,1061300000
2000-12-15,1561100000
2000-12-18,1189900000
2000-12-19,1324900000
2000-12-20,1421600000
2000-12-21,1449900000
2000-12-22,1087100000
2000-12-26,806500000
2000-12-27,1092700000
2000-12-28,1015300000
2000-12-29,1035500000
2001-01-02,1129400000
2001-01-03,1880700000
2001-01-04,2131000000
2001-01-05,1430800000
2001-01-08,1115500000
2001-01-09,1191300000
2001-01-10,1296500000
2001-01-11,1411200000
2001-01-12,1276000000
2001-01-16,1205700000
2001-01-17,1349100000
2001-01-18,1445000000
2001-01-19,1407800000
2001-01-22,1164000000
2001-01-23,1232600000
2001-01-24,1309000000
2001-01-25,1258000000
2001-01-26,1098000000
2001-01-29,1053100000
2001-01-30,1149800000
2001-01-31,1295300000
2001-02-01,1118800000
2001-02-02,1048400000
2001-02-05,1013000000
2001-02-06,1059600000
2001-02-07,1158300000
2001-02-08,1107200000
2001-02-09,1075500000
2001-02-12,1039100000
2001-02-13,1075200000
2001-02-14,1150300000
2001-02-15,1153700000
2001-02-16,1257200000
2001-02-20,1112200000
2001-02-21,1208500000
2001-02-22,1365900000
2001-02-23,1231300000
2001-02-26,1130800000
2001-02-27,1114100000
2001-02-28,1225300000
2001-03-01,1294900000
2001-03-02,1294000000
2001-03-05,929200000
2001-03-06,1091800000
2001-03-07,1132200000
2001-03-08,1114100000
2001-03-09,1085900000
2001-03-12,1229000000
2001-03-13,1360900000
2001-03-14,1397400000
2001-03-15,1259500000
2001-03-16,1543560000
2001-03-19,1126200000
2001-03-20,1235900000
2001-03-21,1346300000
2001-03-22,1723950000
2001-03-23,1364900000
2001-03-26,1114000000
2001-03-27,1314200000
2001-03-28,1333400000
2001-03-29,1234500000
2001-03-30,1280800000
2001-04-02,1254900000
2001-04-03,1386100000
2001-04-04,1425590000
2001-04-05,1368000000
2001-04-06,1266800000
2001-04-09,1062800000
2001-04-10,1349600000
2001-04-11,1290300000
2001-04-12,1102000000
2001-04-16,913900000
2001-04-17,1109600000
2001-04-18,1918900000
2001-04-19,1486800000
2001-04-20,1338700000
2001-04-23,1012600000
2001-04-24,1216500000
2001-04-25,1203600000
2001-04-26,1345200000
2001-04-27,1091300000
2001-04-30,1266800000
2001-05-01,1181300000
2001-05-02,1342200000
2001-05-03,1137900000
2001-05-04,1082100000
2001-05-07,949000000
2001-05-08,1006300000
2001-05-09,1132400000
2001-05-10,1056700000
2001-05-11,906200000
2001-05-14,858200000
2001-05-15,1071800000
2001-05-16,1405300000
2001-05-17,1355600000
2001-05-18,1130800000
2001-05-21,1174900000
2001-05-22,1260400000
2001-05-23,1134800000
2001-05-24,1100700000
2001-05-25,828100000
2001-05-29,1026000000
2001-05-30,1158600000
2001-05-31,1226600000
2001-06-01,1015000000
2001-06-04,836500000
2001-06-05,1116800000
2001-06-06,1061900000
2001-06-07,1089600000
2001-06-08,726200000
2001-06-11,870100000
2001-06-12,1136500000
2001-06-13,1063600000
2001-06-14,1242900000
2001-06-15,1635550000
2001-06-18,1111600000
2001-06-19,1184900000
2001-06-20,1350100000
2001-06-21,1546820000
2001-06-22,1189200000
2001-06-25,1050100000
2001-06-26,1198900000
2001-06-27,1162100000
2001-06-28,1327300000
2001-06-29,1832360000
2001-07-02,1128300000
2001-07-03,622110000
2001-07-05,934900000
2001-07-06,1056700000
2001-07-09,1045700000
2001-07-10,1263800000
2001-07-11,1384100000
2001-07-12,1394000000
2001-07-13,1121700000
2001-07-16,1039800000
2001-07-17,1238100000
2001-07-18,1316300000
2001-07-19,1343500000
2001-07-20,1170900000
2001-07-23,986900000
2001-07-24,1198700000
2001-07-25,1280700000
2001-07-26,1213900000
2001-07-27,1015300000
2001-07-30,909100000
2001-07-31,1129200000
2001-08-01,1340300000
2001-08-02,1218300000
2001-08-03,939900000
2001-08-06,811700000
2001-08-07,1012000000
2001-08-08,1124600000
2001-08-09,1104200000
2001-08-10,960900000
2001-08-13,837600000
2001-08-14,964600000
2001-08-15,1065600000
2001-08-16,1055400000
2001-08-17,974300000
2001-08-20,897100000
2001-08-21,1041600000
2001-08-22,1110800000
2001-08-23,986200000
2001-08-24,1043600000
2001-08-27,842600000
2001-08-28,987100000
2001-08-29,963700000
2001-08-30,1157000000
2001-08-31,920100000
2001-09-04,1178300000
2001-09-05,1384500000
2001-09-06,1359700000
2001-09-07,1424300000
2001-09-10,1276600000
2001-09-17,2330830000
2001-09-18,1650410000
2001-09-19,2120550000
2001-09-20,2004800000
2001-09-21,2317300000
2001-09-24,1746600000
2001-09-25,1613800000
2001-09-26,1519100000
2001-09-27,1467000000
2001-09-28,1631500000
2001-10-01,1175600000
2001-10-02,1289800000
2001-10-03,1650600000
2001-10-04,1609100000
2001-10-05,1301700000
2001-10-08,979000000
2001-10-09,1227800000
2001-10-10,1312400000
2001-10-11,1704580000
2001-10-12,1331400000
2001-10-15,1024700000
2001-10-16,1210500000
2001-10-17,1452200000
2001-10-18,1262900000
2001-10-19,1294900000
2001-10-22,1105700000
2001-10-23,1317300000
2001-10-24,1336200000
2001-10-25,1364400000
2001-10-26,1244500000
2001-10-29,1106100000
2001-10-30,1297400000
2001-10-31,1352500000
2001-11-01,1317400000
2001-11-02,1121900000
2001-11-05,1267700000
2001-11-06,1356000000
2001-11-07,1411300000
2001-11-08,1517500000
2001-11-09,1093800000
2001-11-12,991600000
2001-11-13,1370100000
2001-11-14,1443400000
2001-11-15,1454500000
2001-11-16,1337400000
2001-11-19,1316800000
2001-11-20,1330200000
2001-11-21,1029300000
2001-11-23,410300000
2001-11-26,1129800000
2001-11-27,1288000000
2001-11-28,1423700000
2001-11-29,1375700000
2001-11-30,1343600000
2001-12-03,1202900000
2001-12-04,1318500000
2001-12-05,1765300000
2001-12-06,1487900000
2001-12-07,1248200000
2001-12-10,1218700000
2001-12-11,1367200000
2001-12-12,1449700000
2001-12-13,1511500000
2001-12-14,1306800000
2001-12-17,1260400000
2001-12-18,1354000000
2001-12-19,1484900000
2001-12-20,1490500000
2001-12-21,1694000000
2001-12-24,439670000
2001-12-26,791100000
2001-12-27,876300000
2001-12-28,917400000
2001-12-31,943600000
2002-01-02,1171000000
2002-01-03,1398900000
2002-01-04,1513000000
2002-01-07,1308300000
2002-01-08,1258800000
2002-01-09,1452000000
2002-01-10,1299000000
2002-01-11,1211900000
2002-01-14,1286400000
2002-01-15,1386900000
2002-01-16,1482500000
2002-01-17,1380100000
2002-01-18,1333300000
2002-01-22,1311600000
2002-01-23,1479200000
2002-01-24,1552800000
2002-01-25,1345100000
2002-01-28,1186800000
2002-01-29,1812000000
2002-01-30,2019600000
2002-01-31,1557000000
2002-02-01,1367200000
2002-02-04,1437600000
2002-02-05,1778300000
2002-02-06,1665800000
2002-02-07,1441600000
2002-02-08,1371900000
2002-02-11,1159400000
2002-02-12,1094200000
2002-02-13,1215900000
2002-02-14,1272500000
2002-02-15,1359200000
2002-02-19,1189900000
2002-02-20,1438900000
2002-02-21,1381600000
2002-02-22,1411000000
2002-02-25,1367400000
2002-02-26,1309200000
2002-02-27,1393800000
2002-02-28,1392200000
2002-03-01,1456500000
2002-03-04,1594300000
2002-03-05,1549300000
2002-03-06,1541300000
2002-03-07,1517400000
2002-03-08,1412000000
2002-03-11,1210200000
2002-03-12,1304400000
2002-03-13,1354000000
2002-03-14,1208800000
2002-03-15,1493900000
2002-03-18,1169500000
2002-03-19,1255000000
2002-03-20,1304900000
2002-03-21,1339200000
